station_number,station_name_english,stn_name_heb,first_data_date,last_data_date
244680,JERUSALEM PROPHETS ST.,ירושלים רח' הנביאים,1955-09,1970-10
244700,JERUSALIM ST.GEORGE,ירושלים סנט ג'ורג',1939-09,1946-05
244730,JERUSALEM CENTRE MAN,ירושלים מרכז מאוישת,1949-09,2015-07
244731,JERUSALEM CENTRE,ירושלים מרכז,2002-09,2024-04
244750,JERUSALEM ST ETIENNE,ירושלים סנט אטיין,1941-09,1948-05
244800,JERUSALEM TRAINING,"ירושלים בי""""ס להדרכה",1944-09,1947-05
244850,JERUSALEM ST ANNE,ירושלים סט. אן,1908-09,2024-04
244900,JERUSALEM MT. OF OLIV,ירושלים הר הזיתים,1918-09,1926-05
244950,DEIR RAFAT,דייר ראפאת,1932-10,1957-05
245000,RAMAT RAZI'EL,רמת רזיאל,1950-09,1965-11
245005,RAMAT RAZI'EL,רמת רזיאל,2013-08,2024-04
245050,ETANIM - DIR AMAR,איתנים - דיר עמר,1944-09,1948-05
245051,ETANIM,איתנים,1954-09,1958-05
245100,EIN KEREM DAM,עין כרם סכר,1954-09,1957-05
245130,JERUSALEM HAR HERZL,ירושלים הר הרצל,1964-10,1971-05
245134,JERUSALEM FOREST YOUTH CENTER,יער ירושלים מרכז לנוער,1973-10,1981-05
245135,JERUSALEM FOREST YOUTH CENTER,יער ירושלים מרכז לנוער,1971-10,1973-05
245140,JERUSALEM UNIV. CAMPUS,ירושלים קריית האוניברסיטה,1959-09,1985-05
245150,JERUSALEM PALACE HOTEL,ירושלים מלון פלס,1936-09,1947-05
245170,JERUSALEM OLD CITY HOSP,"ירושלים בי""""ח העיר העתיקה",1846-01,1977-12
245200,JERUSALEM MAMILAH ST.,ירושלים רחוב ממילא,1955-09,1961-05
245220,JERUSALEM TERRA SANTA,ירושלים טרה סנטה,1961-09,1988-12
245350,JERUSALEM NOTRE DAME,ירושלים נוטרדם,1930-09,1948-05
245400,JERUSALEM KING DAVID,ירושלים המלך דוד,1955-09,1966-05
245450,JERUSALEM AT-TOR,ירושלים א-טור,1941-09,1944-05
245460,MA'ALE ADUMMIM,מעלה אדומים,1984-01,1991-05
245462,MA'ALE ADUMMIM MAN,מעלה אדומים מאוישת,1991-09,2008-05
245463,MA'ALE ADUMMIM MAN,מעלה אדומים מאוישת,2006-12,2024-04
245464,MA'ALE ADUMMIM,מעלה אדומים,2007-01,2024-04
245499,ZOR'A,צרעה,1949-09,1950-05
245500,ZOR'A,צרעה,1950-09,2024-04
245550,HARTUV COLONY,הרטוב מושבה,1937-09,1947-05
245600,EVEN SAPPIR,אבן ספיר,1957-09,1976-05
245601,EVEN SAPPIR EXP. STATION,אבן ספיר תחנת נסיונות,1959-09,1963-02
245700,JERUSALEM EN KEREM,ירושלים עין כרם,1953-09,1981-05
245750,JERUSALEM BAYIT VEGAN,ירושלים בית וגן,1952-09,1997-05
245780,JERUSALEM UNIV CAMPUS,ירושלים קריית האוניברסיטה,1964-10,1981-05
245782,JERUSALEM GIVAT RAM,ירושלים גבעת רם,2004-10,2024-04
245800,JERUSALEM QATAMON,ירושלים קטמון,1955-09,1967-05
245830,JERUSALEM GERMAN COLONY,ירושלים מושבה גרמנית,1895-09,1939-06
245831,JERUSALEM REFAIM VALLEY,ירושלים עמק רפאים,1950-03,1973-12
245840,JERUSALEM TALBIE,ירושלים טלביה,1948-02,1949-12
245850,JERUSALEM DORMITION,ירושלים דורמיציון,1932-09,1948-05
245900,JERUSALEM GOBAT SCHOOL,"ירושלים בי""""ס גובט",1940-01,1942-05
245950,JERUSALIM BETH LEHEM RD.,ירושלים דרך בית לחם,1927-09,1930-05
246000,EL AZARIA,אלעזריה,1941-09,1948-05
246020,TIROSH,תירוש,1962-09,1967-11
246100,AMMINADAV,עמינדב,1950-09,1952-05
246150,JERUSALEM MANAHAT,ירושלים מנחת,1954-09,1994-12
246180,AMMINADAV,עמינדב,1966-10,1979-05
246200,HAR YE'ELA - DEIR ALHAWA,הר יעלה - דייר אלהווא,1941-09,1946-05
246250,BAR GIORA RAILWAY ST.,בר גיורא תחנת הרכבת,1940-09,1947-05
246300,JERUSALEM ROMAT RAHEL,ירושלים - רמת רחל,1944-09,1958-05
246350,JERUSALEM MAR ELIAS,ירושלים מר אליאס,1942-09,1948-05
246450,BATTIR,בתיר,1939-09,1948-05
246500,DEIR KIRMIZAN,דייר קירמיזן,1938-09,1948-05
246550,BEIT JIMAL MAN,בית ג'מל מאוישת,1919-09,2024-04
246551,BEIT JIMAL,בית ג'מל,2003-09,2024-04
246600,MATA - ALLAR,מטע - עלר,1941-09,1947-05
246630,ZUR HADASSA,צור הדסה,2001-09,2024-04
246650,MEVO BETAR,מבוא ביתר,1951-09,2003-05
246700,ZEKHARYA,זכריה,1945-09,1952-05
246710,HAR GILLO,הר גילה,1969-10,1995-05
246750,BEIT JALA,בית ג'אלה,1947-09,1948-05
246800,BETHLEHEM SCHOOL,"בית לחם בי""""ס",1944-09,1948-05
246850,BETHLEHEM,בית לחם,1939-09,1948-05
246900,BEIT SAHUR,בית סחור,1940-09,1947-05
246950,DEIR MAR SABA,מנזר מר סבא,1941-09,1948-05
247000,NETIV HALAMED-HE,"נתיב הל""""ה",1947-09,1972-05
247001,NETIV HALAMED-HE,"נתיב הל""""ה",1972-09,1978-05
247002,NETIV HALAMED HE MAN,נתיב הלה מאוישת,1978-09,2024-04
247003,NETIV HALAMED HE,נתיב הלה,2004-09,2024-04
247020,AVI'EZER,אביעזר,1980-05,1982-11
247050,AJJOUR,עג'ור,1946-09,1948-05
247100,BEREKHOT SHELOMO,בריכות שלמה,1924-09,1947-05
247170,SARIGIM,שריגים,1961-09,1965-11
247199,GIV'AT YESHAYAHU,גבעת ישעיהו משתלה,1976-10,1985-05
247200,GIV'AT YESHA'YAHU,גבעת ישעיהו,1958-09,1966-05
247205,ALLON SHEVUT,אלון שבות,1981-01,2002-05
247206,ALLON SHEVUT,אלון שבות,2002-09,2024-04
247210,ROSH ZURIM,ראש צורים,1970-10,1983-05
247211,ROSH ZURIM MAN,ראש צורים מאוישת,1983-09,2024-04
247212,ROSH ZURIM,ראש צורים,2002-09,2024-04
247215,EL'AZAR,אלעזר,2003-09,2024-04
247220,EFRATA,אפרתה,1992-09,2024-04
247230,MASSU'OT YIZHAQ (OLD),משואות יצחק הישנה,1945-09,1947-05
247250,BET NIR,בית ניר,1955-09,1978-05
247251,BET NIR,בית ניר,1978-10,2024-04
247300,SUREIF,סוריף,1945-09,1948-05
247350,KEFAR EZYON,כפר עציון,1943-09,1948-05
247370,KEFAR EZYON,כפר עציון,1967-10,2024-04
247400,KM 19 JERUS HEBRON RD,קמ 19 כביש ירושלים חברון,1924-09,1935-05
247410,MIGDAL OZ,מגדל עוז,1977-10,1979-05
247411,MIGDAL OZ,מגדל עוז,1980-09,1997-05
247412,MIGDAL OZ,מגדל עוז,1997-09,2024-04
247420,NEHUSHA,נחושה,2005-02,2024-04
247449,GAL'ON,גלאון,1973-10,2024-04
247450,GAL'ON,גלאון,1946-09,1973-05
247500,BEIT UMMAR,בית עמר,1944-09,1948-05
247550,BET GUVRIN,בית גוברין,1950-09,2024-04
247600,NEHUSHA,נחושה,1955-09,1967-05
247650,EIN EL ARRUB,עין אלערוב,1924-09,1936-05
247651,EIN EL ARRUB,עין אל ערוב,1935-09,1948-05
247680,KARMEI TZUR,כרמי צור,2020-09,2021-05
247700,BEIT GUVRIN POLICE,בית גוברין משטרה,1935-09,1947-05
247750,BEIT JIBRIN SCHOOL,"בית ג'וברין בי""""ס",1940-09,1942-05
247800,SHAHARIYA,שחריה,1956-09,1958-05
247881,MA'ALE AMOS,מעלה עמוס,2005-01,2024-04
247900,HALHUL,חלחול,1940-09,1948-05
247950,LAKHISH,לכיש,1955-09,1976-05
247990,QIRYAT ARBA,קרית ארבע,2012-05,2012-11
248000,AMAZYA,אמציה,1955-09,2001-05
248001,AMAZYA,אמציה,2001-09,2007-05
248002,AMAZYA,אמציה,2007-08,2015-05
248010,ELIAV,אליאב,2017-04,2024-04
248050,AMAZIA  - DAWAYIMA,אמציה - דואימה,1945-09,1948-05
248100,HEBRON DIST. OFFICE,חברון משרדי המחוז,1926-09,1947-05
248130,HEBRON (OTTOMAN PERIOD),חברון - עותמאנית,1895-09,1914-05
248150,HEBRON SEC. BOYS SCH.,"חברון בי""""ס תיכון לבנים",1945-09,1948-05
248200,BANI NAIM,בני נעים,1940-09,1948-05
248250,DURA,דורא,1939-09,1948-05
248260,NEGOHOT,נגוהות,2001-09,2019-05
248290,SHOMRIYA,שומריה,1989-12,1997-05
248300,DEVIRA,דבירה,1951-09,1978-05
248301,DEVIRA,דבירה,1978-10,1994-05
248302,DEVIRA,דבירה,1994-09,2007-05
248350,DHAHIRIYA SCHOOL,"דהריה בי""""ס",1935-09,1948-05
248360,KARMEL,כרמל,1981-10,2024-04
248370,MA'ON,מעון,1981-12,2024-04
248375,SUSEYA,סוסיה,1983-10,2024-04
248396,LAHAV,להב,2010-07,2024-04
248397,LAHAV MAN,להב מאוישת,1994-09,2024-04
248398,LAHAV,להב,1977-09,1994-05
248399,LAHAV,להב,1966-09,1977-05
248400,LAHAV,להב,1952-09,1966-05
248410,LEHAVIM,להבים,1988-02,2013-12
248470,SUSEYA MITZPE - YAIR,סוסיא - מצפה יאיר,2005-03,2011-05
248480,TENEH OMARIM,טנא עומרים,2018-08,2024-04
249000,NAHAL ZOHAR,נחל זוהר,1962-09,2024-04
250050,TLAMIM - JUBARAT SCHOOL,"תלמים - בי""""ס ג'באראת",1946-09,1948-05
250070,TLAMIM - THAWABITA,תלמים - ת'ואביתה,1946-09,1948-05
250100,TEL QESHET - ABU JABIR SCHOOL,"תל קשת - בי""""ס אבו ג'ביר",1946-09,1948-05
250150,DOROT,דורות,1941-09,2001-05
250151,DOROT MAN,דורות מאוישת,2001-10,2024-04
250156,DOROT,דורות,2004-09,2024-04
250250,RUHAMA,רוחמה,1912-09,2024-04
250350,ZERU'A,זרועה,1997-09,2000-05
250398,BET QAMA,בית קמה,1992-09,2024-04
250399,BET QAMA,בית קמה,1974-10,1992-05
250400,BET QAMA,בית קמה,1949-09,1974-05
250600,SHOVAL,שובל,1946-09,2024-04
250700,SHOVAL POLICE POST,שובל משטרה,1944-09,1948-05
250720,HUZAYYEL SCHOOL,"הוזייל בי""""ס",1946-09,1948-05
250750,SHIBBOLIM,שיבולים,1955-09,1968-12
250800,LAHAV - KHIRBET KHALIF,להב - חרבת חליף,1947-09,1948-05
250830,LEHAVIM - EL FUKRI,להבים - אל פוכרי,1970-09,1977-05
250850,MAGDA,מגדה,1956-09,1962-05
250900,TAL OR,טל אור,1957-09,1974-11
250949,MISHMAR HANEGEV,משמר הנגב,1973-09,1976-05
250950,MISHMAR HANEGEV,משמר הנגב,1946-09,1973-05
251011,SHANI,שני,2004-09,2024-04
251013,KARMEL MATAEIM,כרמל מטעים,2001-09,2024-04
251015,KEREM BEIT YATTIR,כרם בית יתיר,2000-09,2003-05
251100,MERHAVIM NURSERY,מרחבים משתלה,1956-09,1959-05
251120,METAR,מיתר,1992-09,2024-04
251130,YATTIR,יתיר,1964-10,1974-05
251131,YATTIR,יתיר,1974-09,2016-05
251150,PATTISH,פטיש,1956-09,1964-11
251200,MASLUL,מסלול,1957-09,1959-05
251220,LAQYE,לקיה,1971-09,1977-05
251230,KERAMIM,כרמים,1981-10,1984-11
251250,GILAT SETTLEMENT,גילת מושב,1951-09,1965-12
251300,GILAT FOR NURS,גילת משתלות,1952-09,1975-12
251350,GILAT EXP STATION,גילת תחנת נסיונות,1953-09,1996-05
251450,ESHEL HANASI,אשל הנשיא,1953-09,1974-05
251451,ESHEL HANASI,אשל הנשיא,1974-09,2024-04
251500,URIM  - AL'IMARA SCHOOL,"אורים - אלעמארה בי""""ס",1946-09,1948-05
251549,URIM - AL'IMARA POLICE,אורים - משטרת עמארה,1934-09,1948-05
251550,URIM,אורים,1948-09,2024-04
251555,BIQAT QANNAIM,בקעת קנאים,2013-08,2024-04
251560,SHOKET JUNCTION,צומת שוקת,1962-09,1975-05
251565,HURA,חורה,1970-10,1977-05
251569,ARAD,ערד,2002-09,2024-04
251570,ARAD,ערד,1962-02,1964-05
251571,ARAD,ערד,1964-09,1999-05
251575,HAR QANNAIM,הר קנאים,1964-09,2006-05
251589,TEL ARAD,תל ערד,1970-10,1975-05
251590,TEL ARAD,תל ערד,1964-09,1966-05
251598,OMER,עומר,1969-09,1973-05
251599,OMER,עומר,1973-09,2024-04
251600,OMER,עומר,1950-09,1967-12
251620,KM 28 BE'ERSHEVA ARAD ROAD,"כביש ב""""ש ערד ק""""מ 28",1962-09,1969-05
251690,BE'ER SHEVA NEGEV INST,באר שבע מכון הנגב,1957-09,2010-02
251691,BE'ER SHEVA,באר שבע,2002-09,2022-11
251692,BEER SHEVA BGU,באר שבע אוניברסיטה,2022-11,2024-04
251699,TEL KASIF,תל כסיף,1970-10,1975-05
251700,KUSEIFE,כסיפה,1956-09,1965-12
251750,MIVTAHIM,מבטחים,1958-09,1972-05
251800,HAZERIM,חצרים,1952-09,1961-05
251850,BE'ER SHEVA,באר שבע,1921-09,1957-05
251900,BE'ER SHEVA SOUTH,באר שבע דרום,1954-09,1995-12
251950,BEIT ESHEL,בית אשל,1943-09,1947-05
251970,ROSH ZOHAR - RAS EZ ZUWEIRA,ראש זהר - ראס אזוירה,1933-09,1938-09
252002,HAR KINA,הר קינה,1960-09,1961-05
252100,SARA VALLEY,עמק שרה,1960-09,1963-01
252110,HAWAT RAM,חוות רם,1995-09,1997-05
252150,NEVATIM KIBUTZ,נבטים קיבוץ,1946-09,1961-05
252200,GEVULOT,גבולות,1943-09,2024-04
252250,TELEL MILHATA,תל מלחתה,1942-09,1948-05
252295,ZE'ELIM,צאלים,1972-09,1992-05
252296,ZE'ELIM,צאלים,1997-09,2024-04
252300,ZE'ELIM,צאלים,1949-09,1972-05
252301,ZE'ELIM,צאלים,1960-09,1962-12
252304,NEVATIM MAN,נבטים מאוישת,2005-03,2010-05
252305,NEVATIM,נבטים,2010-09,2024-04
252320,ARAD ZOHAR RD,כביש ערד זוהר,1964-09,2013-07
252330,RAMAT HOVAV - HAR NAIM,רמת חובב - הר נעים,1975-10,1977-05
252335,NAHAL ZON,נחל צאן,1970-09,1976-11
252340,HALUZA RD,דרך חלוצה,1960-09,1968-05
252360,BEEROT AROER,בארות ערוער,1955-09,1973-05
252420,MA'ALE AMMIAZ,מעלה עמיעז,1964-09,1969-05
252428,ZOMET HANEGEV,צומת הנגב,2004-09,2024-04
252430,ZOMET HANEGEV,צומת הנגב,1974-09,1999-05
252431,ZOMET HANEGEV MAN,צומת הנגב מאוישת,1999-09,2011-05
252433,MISHOR ROTEM,מישור רותם,1979-04,1989-05
252434,MISHOR ROTEM,מישור רותם,1976-01,1978-05
252435,MISHOR ROTEM,מישור רותם,1970-10,1975-05
252440,ZOMET HANEGEV TOTALIZER,צומת הנגב אוגר,1952-09,2010-03
252450,DIMONA,דימונה,1957-09,1972-05
252500,REVIVIM,רביבים,1943-09,1978-10
252502,REVIVIM FARM,רביבים חווה,1976-02,1978-05
252505,REVIVIM FARM,רביבים חווה,1978-09,1984-05
252506,REVIVIM MAN,רביבים מאוישת,1984-09,2024-04
252510,ZAFIT JUNCTION,צומת צפית,1954-09,2024-04
252511,ZAFIT JUNCTION,צומת צפית,1997-09,2011-05
252520,MAMSHIT KURNUB,ממשית כורנוב,1949-09,2024-04
252540,DIMONA YEROHAM RD,כביש דימונה ירוחם,1954-09,2024-04
252545,NAHAL ZAVOA CROSS,מעבר נחל צבוע,1952-09,2024-04
252550,MAMSHIT,ממשית,1934-09,1948-05
252600,BE'ER MASHABIM - BIR 'ASLUJ,באר משאבים - ביר עסלוג',1934-09,1948-05
252700,MASH'ABBE SADE,משאבי שדה,1949-09,1974-05
252720,YEROHAM DAM,ירוחם סכר,1952-09,2024-04
252722,YEROHAM,ירוחם,1983-09,1984-11
252730,ASHALIM S. HAYIL MAN,אשלים שדה חייל מאוישת,1981-10,2024-04
252731,ASHALIM,אשלים,2016-02,2024-04
252735,SEDOM ASCENT,מעלה סדום,1955-09,2024-04
252750,YEROHAM,ירוחם,1953-09,1971-11
252755,HAMAKHTESH HAQATAN RIM,המכתש הקטן - שפת המכתש,1960-09,1967-05
252760,HAMAKHTESH HAGADOL WEST RIM,המכתש הגדול - שפה מערבית,1961-09,2024-04
252765,ORON JUNCTION,אורון צומת,1952-09,2024-04
252769,ROTEM FARM,רותם חווה,1996-11,2018-06
252770,HAMAKHTESH HAQATAN CENTRE,המכתש הקטן מרכז,1960-09,1969-05
252775,ASHALIM,אשלים,1958-09,1983-05
252780,HAMAKHTESH HAGADOL,המכתש הגדול,1961-09,2024-04
252785,ASHALIM NIZZANA ROAD KM 53,כביש אשלים ניצנה קמ 53,1958-09,2024-04
252790,YEROHAM S BOQER ROAD KM 42,כביש ירוחם שדה בוקר קמ 42,1952-09,2024-04
252795,UPPER MA'ALE AQRABIM,מעלה עקרבים עליון,1949-09,2024-04
252800,ORON,אורון,1953-09,2013-12
252843,NAHAL BOQ'ER,נחל בוקר,2003-09,2006-01
252870,KOKHAV,כוכב,1952-09,2024-04
252900,QEZIOT,קציעות,1953-09,1968-05
252901,QEZIOT,קציעות,1975-10,1977-05
252915,SHIVTA,שבטה,1968-10,1971-05
252920,SHIVTA,שבטה,1960-11,1971-05
252925,SHIVTA,שבטה,1968-11,1971-05
252950,NIZZANA,ניצנה,1934-09,1950-05
252960,NIZZANA,ניצנה,1975-09,2024-04
253000,SEDE BOQER MAN,שדה בוקר מאוישת,1951-09,2024-04
253010,SEDE BOQER,שדה בוקר,2004-09,2024-04
253020,HAR HATIRA ASCENT,הר חתירה מעלה,1952-09,2024-04
253030,SEDE BOQER UNI,שדה בוקר אוניברסיטה,1966-12,1975-01
253035,HOR HAHAR,הור ההר,1976-09,1981-05
253040,ZIN VALLEY,בקעת צין,1959-09,1962-05
253050,AVEDAT FARM,עבדת חווה,1960-09,2000-05
253052,AVDAT,עבדת,2008-10,2024-04
253400,MA'ALE AQRABIM REGEM TZAFIR,מעלה עקרבים רגם צפיר,1960-09,2024-04
253450,NAHAL ZIN - ORON ROAD,נחל צין - דרך אורון,1975-10,1977-05
253500,NAHAL ZIN,נחל צין,1959-09,1962-05
253700,AVEDAT,עבדת,1954-09,2009-05
253745,EZUZ,עזוז,2009-03,2024-04
253900,BE'EROTAYIM,בארותיים,1963-09,1965-05
253990,BEEROTAYIM JUNCTION,צומת בארותיים,1989-09,2024-04
254250,BEER HAFIR,באר חפיר,1976-09,1980-05
254300,NAHAL GEVE,נחל גבע,1960-09,1962-05
254500,ROAD 40 - NAHAL ZIN  CROSSING,כביש - 40 מעבר נחל צין,1960-09,2024-04
254900,QADESH BARNEA RIDGE,קדש ברנע שלוחה,1985-09,2012-07
255500,GIVAT BARNEA,גבעת ברנע,1963-09,1966-05
255595,MIZPE RAMON NORTH,מצפה רמון צפון,1969-09,2005-05
255600,MIZPE RAMON NORTH,מצפה רמון צפון,1967-09,1969-05
255630,MIZPE RAMON,מצפה רמון,2004-09,2011-05
256000,MIZPE RAMON,מצפה רמון,1959-09,1968-02
256001,MIZPE RAMON,מצפה רמון,1952-09,1958-05
256002,MIZPE RAMON,מצפה רמון,1958-09,1959-05
256003,MIZPE RAMON,מצפה רמון,2014-09,2024-04
256200,MAKHTESH RAMON,מכתש רמון,1956-09,2008-05
256201,MAKHTESH RAMON,מכתש רמון,2012-08,2024-04
256250,BOR HAMAT,בור חמת,1985-09,2024-04
256300,HAR HORESHA,הר חורשה,1985-09,2011-05
256450,BOUNDARY PILLAR 59,אבן גבול 59,1988-09,2011-05
256500,HAR RAMON,הר רמון,1976-09,1980-05
256581,HAR HARIF,הר חריף,2015-08,2016-07
257050,BEEROT ODED,בארות עודד,1976-09,1980-05
257200,HAMESHAR,המישר,1956-09,2024-04
257330,EN MEARA,עין מערה,1985-09,2012-07
257400,HAR SAGGI,הר שגיא,1963-09,1966-05
257401,HAR SAGGI CREST,הר שגיא פסגה,1976-09,1980-05
257450,BOUNDARY PILLAR 54,אבן גבול 54,1986-09,2011-05
257600,NAHAL PARAN RD CROSS,נחל פארן מעבר כביש,1958-09,1977-05
257800,RAMAT KARKOM,רמת כרכום,1959-09,1961-05
258000,ZIHOR NEWE MIDBAR,ציחור נווה מדבר,1960-09,1964-05
258100,RAMOT SAGGI,רמת שגיא,1963-09,1966-05
258200,UPPER NAHAL ZIHOR,נחל ציחור עליון,1959-09,1962-05
258300,UPPER NAHAL PARAN,נחל פארן עליון,1959-09,1962-05
258400,NAHAL AQOF,נחל עקוף,1959-09,1962-05
258550,NAHAL HIYYON,נחל חיון,1958-09,2024-04
258700,NAHAL YAALON,נחל יעלון,1960-09,1962-05
258820,BOUNDARY PILLAR 63,אבן גבול 63,1989-09,2011-05
258850,PARAN RIVER - ROAD 40,נחל פארן - כביש 40,1963-09,2024-04
259000,UPPER NAHAL ZNIFIM,נחל צניפים עליון,1959-09,1962-05
259132,NEOT SMADAR MAN,נאות סמדר מאוישת,1998-09,2024-04
259133,NE'OT SMADAR,נאות סמדר,2007-09,2024-04
259150,KETURA SHIZAFON ROAD KM 11,כביש קטורה שיזפון קמ 11,1958-09,2010-07
259270,UVDA AIRPORT,עובדה שדה תעופה,1981-10,2005-05
259300,BIQAT UVDA,בקעת עובדה,1960-09,1962-05
259450,HILL 677,גבעה 677,1963-09,1966-05
259480,BOUNDARY PILLAR 71,אבן גבול 71,1986-09,2011-05
259500,SAYYARIM JUNCTION,צומת סיירים,1985-09,2024-04
259590,BOUNDARY PILLAR 79,אבן גבול 79,1989-09,2024-04
259600,HILL 725,גבעה 725,1963-09,1966-05
259700,BOUNDARY PILLAR 82,אבן גבול 82,1985-09,2024-04
259750,HAR YEHOAHAZ,הר יהואחז,1964-09,1966-05
286100,MIZPE ELAT,מצפה אילת,1986-09,2024-04
310050,MA'YAN BARUKH,מעיין ברוך,1947-09,1973-05
310051,MA'YAN BARUKH,מעיין ברוך,1973-09,2024-04
310080,SNIR SETTELMENT,שניר היאחזות,1967-09,1968-05
310081,SNIR,שניר,1968-10,1975-05
310082,SNIR,שניר,1976-09,1982-01
310083,BANIAS NATURE RESERVE,בניאס שמורה,1991-09,2024-04
310093,DAFNA MAN,דפנה מאוישת,2011-09,2024-04
310094,DAFNA MAN,דפנה מאוישת,1976-09,2011-05
310095,DAFNA,דפנה,1970-09,1976-05
310097,DAFNA,דפנה,2010-04,2019-07
310098,DAFNA,דפנה,2019-08,2024-04
310100,DAFNA,דפנה,1939-09,1970-05
310120,TEL DAN,תל דן,1991-09,2024-04
310150,DAN,דן,1939-09,2000-05
310170,SHE'AR YASHUV,שאר ישוב,1961-09,1974-05
310190,HAGOSHERIM,הגושרים,1965-10,2014-07
310191,HAGOSHERIM,הגושרים,2014-09,2024-04
310200,QIRYAT SHEMONA TEXTILE,קריית שמונה טכסטיל,1960-09,1975-05
310300,QIRYAT SHEMONA,קריית שמונה,1950-09,1988-05
310349,KEFAR SZOLD,כפר סאלד,1971-09,1992-05
310350,KEFAR SZOLD,כפר סאלד,1943-09,1971-05
310351,KEFAR SZOLD,כפר סאלד,1992-09,2024-04
310400,AMIR,עמיר,1940-09,1970-05
310450,SEDE NEHEMYA,שדה נחמיה,1941-09,1957-05
310550,KEFAR BLUM,כפר בלום,1944-09,1977-05
310551,KEFAR BLUM MAN,כפר בלום מאוישת,1977-09,2024-04
310552,KEFAR BLUM,כפר בלום,2005-09,2024-04
310600,NE'OT MORDEKHAY,נאות מרדכי,1946-09,1992-05
310601,NE'OT MORDEKHAY,נאות מרדכי,1992-09,2005-05
310603,NE'OT MORDEKHAY,נאות מרדכי,2005-09,2024-04
310700,SHAMIR FIELDS,שמיר שדות,1946-09,1976-05
310701,SHAMIR,שמיר,1962-09,1968-05
310702,SHAMIR,שמיר,1976-10,2016-07
310703,SHAMIR,שמיר,2016-08,2024-04
310750,EIN AVAZIM - AL BUWEIZIYA,עין אווזים - אל בובייזיה,1933-11,1938-05
310780,HULA FARM,חולה חווה,1954-09,1966-11
310799,LAHAVOT HABASHAN,להבות הבשן,1976-09,2024-04
310800,LAHAVOT HABASHAN,להבות הבשן,1946-09,1976-05
310900,AGMON HAHULA JUNCTION,אגמון החולה צומת,1956-09,1969-05
310910,HULA CENTRAL,חולה מרכז,1965-10,1976-05
310970,NOTERA,נוטרה,1973-10,1982-05
311050,YESUD HAMA'ALA,יסוד המעלה,1921-09,1996-05
311070,HULA,חולה שמורה,1991-09,2024-04
311100,HULATA,חולתה,1959-09,1969-11
311150,SEDE ELI'EZER,שדה אליעזר,1955-09,1959-05
311200,AYYELET HASHAHAR,איילת השחר,1920-09,1966-05
311201,AYYELET HASHAHAR,איילת השחר,1966-09,1995-05
311202,AYYELET HASHAHAR,איילת השחר,2023-08,2024-04
311203,AYYELET HASHAHAR,איילת השחר,1995-09,1999-05
311204,AYYELET HASHAHAR MAN,איילת השחר מאוישת,1999-09,2022-07
311206,AYYELET HASHAHAR,איילת השחר,2010-09,2023-07
311207,AYYELET HASHAHAR MAN,איילת השחר מאוישת,2022-08,2024-04
311208,TEL HAZOR,תל חצור,2002-12,2024-04
311250,GADOT,גדות,1954-09,2014-07
311251,GADOT,גדות,2014-09,2024-04
311300,MISHMAR HAYARDEN,משמר הירדן,1950-09,1954-05
311350,GESHER BENOT YAAQOV,גשר בנות יעקב,1933-09,1947-05
311450,MAHANAYIM,מחניים,1920-09,2024-04
311500,KEFAR HANASI,כפר הנשיא,1948-09,1972-05
311501,KEFAR HANASI,כפר הנשיא,1972-09,2024-04
311510,TUBA,טובא,1981-10,1990-05
311550,KARE DESHE,כרי דשא,1960-09,1997-05
311650,ALMAGOR,אלמגור,1963-09,2024-04
311655,KEFAR NAHUM MAN,כפר נחום מאוישת,2001-01,2024-04
311656,KEFAR NAHUM,כפר נחום,2007-09,2024-04
311660,BET ZAYDA,בית ציידה,2004-09,2024-04
311700,AMNUN,אמנון,2004-09,2024-04
320050,EN SHEVA,טבחה,1910-09,1976-05
320060,SAPIR SITE,אתר ספיר,1966-10,2024-04
320099,GINNOSAR,גינוסר,1982-10,2024-04
320100,GINNOSAR,גינוסר,1940-09,1967-05
320101,GINNOSAR,גינוסר,1967-09,1982-05
320150,MIGDAL,מגדל,1919-09,1957-05
320200,TIBERIAS FOREST NURSERY,טבריה משתלות היעור,1922-09,1963-03
320220,TIBERIAS SCOTCH HOSPITAL,"טבריה בי""""ח סקוטי",1890-09,1914-05
320250,EN GEV,עין גב,1938-09,1970-10
320300,HAMAT,חמת,1937-09,1977-05
320315,HAMAT TIBERIA (GAN LEUMI),חמת טבריה (גן לאומי),2007-09,2015-07
320350,HAON,האון,1951-09,2024-04
320400,KINNERET COLONY,כנרת מושבה,1911-09,1946-05
320405,KINNERET COLONY,כנרת מושבה,1992-01,2024-04
320448,KINNERET KVUZA,כנרת קבוצה,1977-09,2024-04
320449,KINNERET KVUZA,כנרת קבוצה,1969-09,1977-05
320450,KINNERET KVUZA,כנרת קבוצה,1931-09,1969-05
320500,DEGANYA ALEF,דגניה א',1917-09,1999-05
320502,DEGANYA ALEF,דגניה א',1999-09,2024-04
320550,BET YERAH,בית ירח,1953-09,1984-05
320600,BITANYA,ביתניה,1923-09,1940-05
320650,DEGANYA BET,דגניה ב',1922-09,2024-04
320700,ZEMAH,צמח,1933-09,1947-05
320702,ZEMAH MAN,צמח מאוישת,1995-09,2024-04
320703,ZEMAH,צמח,2002-09,2024-04
320750,TEL QAZIR,תל קציר,1950-09,1970-05
320751,TEL QAZIR,תל קציר,1978-10,2015-07
320752,TEL QAZIR,תל קציר,2015-08,2024-04
