_id,station_number,stn_type,station_name_english,stn_name_heb,stn_long,stn_lat,isr_grid_X,isr_grid_Y,stn_hgt,date_open,date_close,stn_auto,stn_num_env,first_data_date,last_data_date,yearly_rain
197,7820,1,ARAD MAN,ערד מאוישת,35.2128,31.2552,220250,573730,605,1961-05-01T00:00:00,1999-07-31T00:00:00,0,,1964-01,1999-07,0
198,7822,1,ARAD,ערד,35.1855,31.25,217650,573140,564,1996-06-01T00:00:00,,1,29,1997-01,2024-04,0
202,7840,1,BEER SHEVA MAN,באר שבע מאוישת,34.7995,31.2515,180880,573390,279,1957-11-01T00:00:00,2003-11-30T00:00:00,0,,1957-11,1999-12,0
203,7841,1,BEER SHEVA,באר שבע,34.7995,31.2515,180880,573390,279,1996-01-01T00:00:00,2022-12-31T00:00:00,1,59,1997-01,2024-04,0
204,7842,1,BEER SHEVA UNI,באר שבע אוניברסיטה,34.8042,31.263,181330,574670,310,2015-05-01T00:00:00,,1,60,2015-05,2024-04,0
205,7843,1,BEER SHEVA BGU,באר שבע אוניברסיטה,34.8045,31.2642,181370,574800,302,2022-12-01T00:00:00,,1,411,2022-10,2024-04,0
206,7850,1,BEER SHEVA MAN,באר שבע מאוישת,34.7893,31.2399,179900,572100,270,1921-04-01T00:00:00,1957-10-31T00:00:00,0,,1921-04,1957-10,0
207,7920,1,GEVULOT,גבולות,34.4676,31.2105,149230,569010,135,1962-04-01T00:00:00,1965-05-31T00:00:00,0,,1964-01,1965-05,0
208,7930,1,ZEELIM,צאלים,34.5355,31.2036,155700,568200,145,1962-08-01T00:00:00,1967-05-31T00:00:00,0,,1964-01,1967-05,0
209,7933,1,NEVATIM,נבטים,34.9227,31.205,192600,568200,350,2010-05-01T00:00:00,,1,349,2010-05,2024-04,0
210,7972,1,ZOMET HANEGEV,צומת הנגב,34.8513,31.0708,185730,553360,360,2005-07-01T00:00:00,,1,112,2007-01,2024-04,0
211,7980,1,DIMONA,דימונה,35.031,31.0636,202900,552500,560,1964-07-01T00:00:00,1967-05-31T00:00:00,0,,1964-07,1967-05,0
212,8011,1,REVIVIM FARM,רביבים חווה,34.7221,31.0518,173410,551280,275,1979-04-01T00:00:00,1981-09-30T00:00:00,0,,1979-04,1981-09,0
213,8190,1,SHIVTA,שבטה,34.6298,30.8886,164500,533220,340,1960-03-01T00:00:00,1971-04-30T00:00:00,0,,1964-08,1971-04,0
214,8196,1,ASHALIM,אשלים,34.708,30.983,172030,543670,305,2016-04-01T00:00:00,,1,459,2016-02,2024-04,0
215,8199,1,ASHALIM S.HAYIL MAN,אשלים שדה חייל מאוישת,34.708,30.9827,172040,543620,305,1982-01-01T00:00:00,2008-01-31T00:00:00,0,,1982-01,1983-12,0
217,8200,1,QEZIOT,קציעות,34.4604,30.8749,148300,531800,275,1963-07-01T00:00:00,1968-04-30T00:00:00,0,,1964-01,1968-04,0
218,8204,1,EZUZ,עזוז,34.4715,30.7911,149320,522510,335,2009-04-01T00:00:00,,1,338,2009-04,2024-04,0
219,8206,1,SEDE BOQER,שדה בוקר,34.795,30.8702,180300,531140,475,2003-03-01T00:00:00,,1,98,2004-01,2024-04,0
221,8210,1,SEDE BOQER  MAN,שדה בוקר מאוישת,34.7951,30.8704,180300,531140,475,1952-01-01T00:00:00,2009-03-31T00:00:00,0,,1964-01,2003-12,0
223,8213,1,MIZPE RAMON,מצפה רמון,34.7967,30.6125,180350,502540,865,2004-08-01T00:00:00,2012-09-30T00:00:00,1,265,2004-08,2012-09,0
225,8214,1,AVEDAT FARM,עבדת חווה,34.7712,30.7876,177980,521960,555,1962-05-01T00:00:00,2000-02-29T00:00:00,0,,1964-01,1983-12,0
227,8220,1,MIZPE RAMON,מצפה רמון,34.8035,30.6112,181000,502400,845,1957-10-01T00:00:00,1968-01-31T00:00:00,0,,1964-01,1968-01,0
228,8224,1,AVDAT,עבדת,34.771,30.7876,177980,521980,555,2008-10-01T00:00:00,,1,271,2008-10,2024-04,0
229,8229,1,MIZPE RAMON,מצפה רמון,34.8046,30.6101,181100,502260,845,2014-12-01T00:00:00,,1,438,2014-09,2024-04,0
230,8243,1,NEOT SMADAR,נאות סמדר,35.0233,30.048,201990,439900,400,2007-07-01T00:00:00,,1,232,2007-07,2024-04,0
232,8260,1,DAFNA,דפנה,35.6395,33.2318,260000,793000,150,1947-04-01T00:00:00,1976-08-31T00:00:00,0,,1948-01,1976-08,0
233,8261,1,DAFNA MAN,דפנה מאוישת,35.6384,33.2332,259900,793160,150,1976-11-01T00:00:00,,0,,1976-11,1983-12,0
235,8263,1,DAFNA,דפנה,35.635,33.2277,259600,792550,135,2010-04-01T00:00:00,2019-10-31T00:00:00,1,348,2010-04,2019-10,0
236,8264,1,DAFNA,דפנה,35.6337,33.2254,259490,792290,127,2019-11-01T00:00:00,,1,499,2019-11,2024-04,0
237,8330,1,KEFAR SZOLD,כפר סאלד,35.6586,33.1966,261800,789100,140,1959-05-01T00:00:00,1971-10-31T00:00:00,0,,1964-01,1971-10,0
238,8470,1,KEFAR BLUM,כפר בלום,35.612,33.1728,257460,786450,75,1948-12-01T00:00:00,1977-06-30T00:00:00,0,,1953-09,1977-06,0
239,8471,1,KEFAR BLUM MAN,כפר בלום מאוישת,35.6133,33.1716,257590,786320,75,1977-07-01T00:00:00,2015-04-30T00:00:00,0,,1977-07,2014-12,0
240,8472,1,KEFAR BLUM,כפר בלום,35.6133,33.1716,257590,786320,75,2005-07-01T00:00:00,,1,202,2005-07,2024-04,0
241,8500,1,HULA FARM,חולה חווה,35.6213,33.1504,258340,783970,70,1962-07-01T00:00:00,1966-11-30T00:00:00,0,,1964-01,1966-11,0
242,8640,1,AYYELET HASHAHAR,איילת השחר,35.5742,33.0219,254000,769700,175,1966-06-01T00:00:00,1999-12-31T00:00:00,0,,1966-06,1999-12,0
243,8641,1,AYYELET HASHAHAR MAN,איילת השחר מאוישת,35.5779,33.0201,254530,769510,90,2022-09-01T00:00:00,,0,,2022-08,2024-04,0
244,8642,1,AYYELET HASHAHAR MAN,איילת השחר מאוישת,35.5735,33.0244,253940,769980,170,2000-01-01T00:00:00,2022-08-31T00:00:00,0,,2000-01,2022-08,0
245,8643,1,AYYELET HASHAHAR,איילת השחר,35.5735,33.0244,253940,769980,170,2010-11-01T00:00:00,2023-05-31T00:00:00,1,353,2010-11,2023-05,0
246,8645,1,AYYELET HASHAHAR,איילת השחר,35.5771,33.0256,245270,770110,167,2023-06-01T00:00:00,,1,353,2023-01,2023-01,0
247,8690,1,AMMIAD,עמיעד,35.5135,32.915,248360,757830,215,2004-10-01T00:00:00,,1,123,2004-10,2024-04,0
248,8730,1,BET ZAYDA,בית צידה,35.6504,32.88,261180,753990,-200,1996-01-01T00:00:00,,1,6,1997-01,2024-04,0
249,8736,1,KEFAR NAHUM,כפר נחום,35.5792,32.8835,254520,754360,-200,2007-11-01T00:00:00,,1,233,2007-11,2024-04,0
250,8750,1,GINOSAR,גינוסר,35.5254,32.8489,249500,750500,-205,1958-01-01T00:00:00,1982-06-30T00:00:00,0,,1964-01,1982-06,0
251,8960,1,EN GEV,עין גב,35.6373,32.7846,260000,743400,-205,1951-03-01T00:00:00,1968-01-31T00:00:00,0,,1964-01,1968-01,0
252,9029,1,KINNERET KVUZA,כנרת (קבוצה),35.5618,32.7153,252950,735690,-170,1978-04-01T00:00:00,2009-09-30T00:00:00,0,,1978-04,1983-12,0
253,9030,1,KINNERET KVUZA,כנרת (קבוצה),35.5623,32.7136,253000,735500,-170,1954-06-01T00:00:00,1978-03-31T00:00:00,0,,1964-01,1978-03,0
254,9100,1,DEGANYA ALEF,דגניה א',35.5738,32.7095,254080,735050,-200,1945-02-01T00:00:00,1996-01-31T00:00:00,0,,1964-01,1983-12,0
256,9111,1,ZEMAH,צמח,35.5839,32.7024,255030,734270,-200,1996-01-01T00:00:00,,1,8,1999-01,2024-04,0
257,9180,1,MASSADA MAN,מסדה  מאוישת,35.6008,32.6833,256610,732150,-200,1974-07-01T00:00:00,2012-05-31T00:00:00,0,,1974-07,2012-05,0
258,9181,1,MASSADA,מסדה,35.6008,32.6833,256610,732150,-200,2011-01-01T00:00:00,,1,355,2011-01,2024-04,0
259,9240,1,ASHDOT YAAQOV MEUHAD,אשדות יעקב מאוחד,35.5823,32.663,254900,729900,-205,1959-05-01T00:00:00,1971-08-31T00:00:00,0,,1964-01,1971-08,0
260,9310,1,MAOZ HAYYIM,מעוז חיים,35.5492,32.4954,251850,711300,-240,1950-07-01T00:00:00,1972-11-30T00:00:00,0,,1964-01,1972-11,0
261,9375,1,SEDE ELIYYAHU MAN,שדה אליהו מאוישת,35.5106,32.439,248250,705030,-185,1995-10-01T00:00:00,,0,,2003-01,2024-04,0
262,9376,1,SEDE ELIYYAHU,שדה אליהו,35.5106,32.439,248250,705030,-185,2011-02-01T00:00:00,,1,366,2011-02,2024-04,0
263,9380,1,TIRAT ZEVI,טירת צבי,35.5258,32.4222,249680,703170,-220,1958-01-01T00:00:00,1994-08-31T00:00:00,0,,1958-01,1994-08,0
264,9413,1,GILGAL,גלגל,35.4505,32.0015,242700,656500,-260,1973-09-01T00:00:00,1978-05-31T00:00:00,0,,1973-09,1978-05,0
265,9414,1,GILGAL MAN,גלגל מאוישת,35.4509,31.9973,242740,656040,-255,1989-01-01T00:00:00,2014-09-30T00:00:00,0,,1989-01,1999-12,0
267,9415,1,GILGAL,גלגל,35.4509,31.9973,242740,656040,-255,1996-01-01T00:00:00,,1,30,1999-01,2024-04,0
268,9445,1,BET HAARAVA,בית הערבה,35.501,31.8052,247540,634760,-330,2008-03-01T00:00:00,,1,228,2008-03,2024-04,0
269,9460,1,METZOKE DRAGOT,מצוקי דרגות,35.3916,31.5881,237230,610660,20,2006-03-01T00:00:00,,1,210,2007-01,2024-04,0
270,9468,1,EN GEDI FIELD SCHOOL,"עין גדי בי""""ס שדה",35.3944,31.4699,237500,597550,-320,1973-01-01T00:00:00,1975-11-30T00:00:00,0,,1973-01,1975-11,0
271,9469,1,EN GEDI FIELD SCHOOL,"עין גדי בי""""ס שדה",35.3944,31.4699,237500,597550,-320,1969-05-01T00:00:00,1972-01-31T00:00:00,0,,1969-05,1972-01,0
272,9470,1,EN GEDI,עין גדי,35.387,31.4542,236800,595800,-305,1953-04-01T00:00:00,1966-12-31T00:00:00,0,,1964-01,1966-12,0
273,9471,1,EN GEDI,עין גדי,35.3817,31.4524,236300,595600,-275,1967-01-01T00:00:00,1968-03-31T00:00:00,0,,1967-01,1968-03,0
274,9476,1,EN GEDI BATH,עין גדי מרחצאות,35.3871,31.42,236830,592030,-415,2006-10-01T00:00:00,,1,211,2007-01,2024-04,0
275,9500,1,EN BOQEQ,עין בוקק,35.3603,31.2017,234300,567800,-365,1966-05-01T00:00:00,1968-08-31T00:00:00,0,,1966-05,1968-08,0
276,9570,1,SEDOM MAN,סדום מאוישת,35.3919,31.0306,237320,548850,-388,1959-03-01T00:00:00,2013-01-31T00:00:00,0,,1962-01,2013-01,0
277,9571,1,SEDOM,סדום,35.3919,31.0306,237320,548850,-388,1996-04-01T00:00:00,,1,65,2004-01,2024-04,0
279,9628,1,HAZEVA (OLD LOCATION),חצבה (מיקום היסטורי),35.2388,30.7749,222740,520480,-125,1966-03-01T00:00:00,1969-02-28T00:00:00,0,,1966-10,1969-02,0
280,9629,1,HAZEVA MAN,חצבה מאוישת,35.2389,30.7787,222760,520910,-135,1988-01-01T00:00:00,2007-12-31T00:00:00,0,,1988-01,1999-12,0
282,9630,1,HAZEVA,חצבה,35.2389,30.7787,222760,520910,-135,1996-01-01T00:00:00,,1,33,1997-01,2024-04,0
283,9670,1,EN YAHAV - SPRING,עין יהב - מעיין,35.191,30.6164,218160,502900,-30,1950-09-01T00:00:00,1967-10-31T00:00:00,0,,1964-01,1967-10,0
284,9671,1,EN YAHAV,עין יהב,35.2373,30.6624,222600,508000,-85,1978-12-01T00:00:00,1987-06-30T00:00:00,0,,1978-12,1983-12,0
285,9675,1,MERKAZ SAPPIR,מרכז ספיר,35.1846,30.6141,217550,502650,-15,1982-05-01T00:00:00,1993-04-30T00:00:00,0,,1982-05,1983-12,0
287,9711,1,PARAN OLD,פארן ישנה,35.1589,30.3697,215070,475550,100,1996-01-01T00:00:00,2006-01-24T00:00:00,1,35,1997-12,2006-01,0
289,9713,1,PARAN,פארן,35.1479,30.3655,214030,475090,100,2006-02-01T00:00:00,,1,207,2006-02,2024-04,0
290,9770,1,YOTVATA,יטבתה,35.06,29.8955,205500,423000,85,1952-06-01T00:00:00,1967-10-31T00:00:00,0,,1964-01,1967-10,0
291,9771,1,YOTVATA MAN,יטבתה מאוישת,35.0771,29.8851,207160,421850,70,1975-01-01T00:00:00,,0,,1975-01,1999-12,0
293,9772,1,YOTVATA,יטבתה,35.0771,29.8851,207160,421850,70,1996-01-01T00:00:00,,1,36,1999-01,2024-04,0
295,9820,1,TIMNA,תמנע,34.9858,29.7601,198300,408000,160,1964-02-01T00:00:00,1973-03-31T00:00:00,0,,1964-02,1973-03,0
296,9970,1,ELAT,אילת,34.9542,29.5526,195200,385000,12,1949-10-01T00:00:00,1997-09-30T00:00:00,0,,1949-10,1997-09,0
297,9972,1,ELAT MAN,אילת מאוישת,34.952,29.5526,195000,385010,22,1997-10-01T00:00:00,,0,,1997-10,2024-04,0
298,9974,1,ELAT,אילת,34.952,29.5526,195000,385010,22,2001-05-01T00:00:00,,1,64,2001-05,2024-04,0
